project_index,folder_count,file_count,file_count_tslike,file_count_.ts,file_count_.tsx,file_count_.js,file_count_.jsx,commit_count,unique_commit_authors,commit_count_per_author,first_commit_date,last_commit_date,lines_of_code,lines_of_code_tslike,lines_of_code_.ts,lines_of_code_.tsx,lines_of_code_.js,lines_of_code_.jsx,lines_of_comments,lines_of_comments_tslike,lines_of_comments_.ts,lines_of_comments_.tsx,lines_of_comments_.js,lines_of_comments_.jsx,/frontend_.ts_file_count,/frontend_.ts_total_lines,/frontend_.ts_sloc,/frontend_.ts_total_lines_of_comments,/frontend_.ts_blank_lines,/frontend_.js_file_count,/frontend_.js_total_lines,/frontend_.js_sloc,/frontend_.js_total_lines_of_comments,/frontend_.js_blank_lines,/src_.ts_file_count,/src_.ts_total_lines,/src_.ts_sloc,/src_.ts_total_lines_of_comments,/src_.ts_blank_lines,/src_.js_file_count,/src_.js_total_lines,/src_.js_sloc,/src_.js_total_lines_of_comments,/src_.js_blank_lines,/test/controller_.ts_file_count,/test/controller_.ts_total_lines,/test/controller_.ts_sloc,/test/controller_.ts_total_lines_of_comments,/test/controller_.ts_blank_lines,/test/controller_.js_file_count,/test/controller_.js_total_lines,/test/controller_.js_sloc,/test/controller_.js_total_lines_of_comments,/test/controller_.js_blank_lines,/test/rest_.ts_file_count,/test/rest_.ts_total_lines,/test/rest_.ts_sloc,/test/rest_.ts_total_lines_of_comments,/test/rest_.ts_blank_lines,/test/rest_.js_file_count,/test/rest_.js_total_lines,/test/rest_.js_sloc,/test/rest_.js_total_lines_of_comments,/test/rest_.js_blank_lines,3_folders_file_count,3_folders_total_lines,3_folders_sloc,3_folders_total_lines_of_comments,3_folders_blank_lines,/frontend_file_count,/frontend_total_lines,/frontend_sloc,/frontend_total_lines_of_comments,/frontend_blank_lines,/src_file_count,/src_total_lines,/src_sloc,/src_total_lines_of_comments,/src_blank_lines,/test/controller_file_count,/test/controller_total_lines,/test/controller_sloc,/test/controller_total_lines_of_comments,/test/controller_blank_lines,/test/rest_file_count,/test/rest_total_lines,/test/rest_sloc,/test/rest_total_lines_of_comments,/test/rest_blank_lines,typescript_file_count,typescript_total_lines,typescript_sloc,typescript_total_lines_of_comments,typescript_blank_lines,javascript_file_count,javascript_total_lines,javascript_sloc,javascript_total_lines_of_comments,javascript_blank_lines,cc_sum,cc_sum_3folders,term
257,39,196,15,12,0,3,0,129,4,"[59, 27, 24, 14, 4, 1]",2022-01-27,2022-04-01,171609,3176,2835,0,341,0,1563,355,348,0,7,0,0,0,0,0,0,1,136,119,7,10,9,1816,1505,197,114,0,0,0,0,0,1,673,511,110,52,0,0,0,0,0,1,335,266,45,24,0,0,0,0,0,12,3319,2401,359,200,1,143,119,7,10,9,2013,1505,197,114,1,783,511,110,52,1,380,266,45,24,11,3176,2282,352,190,1,143,119,7,10,580,578,2
258,41,186,14,12,0,2,0,93,9,"[36, 28, 13, 4, 4, 2, 2, 1, 1, 1, 1]",2022-01-27,2022-04-01,154376,2058,1755,0,303,0,1187,151,149,0,2,0,0,0,0,0,0,1,98,92,2,4,9,1398,1167,137,94,0,0,0,0,0,1,290,246,8,36,0,0,0,0,0,1,54,16,29,9,0,0,0,0,0,12,2016,1521,176,143,1,100,92,2,4,9,1535,1167,137,94,1,298,246,8,36,1,83,16,29,9,11,1916,1429,174,139,1,100,92,2,4,391,390,2
259,34,154,17,15,0,2,0,158,3,"[78, 38, 37, 4, 1]",2022-01-27,2022-04-06,105549,2570,2090,0,480,0,980,231,224,0,7,0,0,0,0,0,0,1,275,235,7,33,13,1706,1419,187,100,0,0,0,0,0,1,160,107,31,22,0,0,0,0,0,1,224,179,27,18,0,0,0,0,0,16,2617,1940,252,173,1,282,235,7,33,13,1893,1419,187,100,1,191,107,31,22,1,251,179,27,18,15,2335,1705,245,140,1,282,235,7,33,520,520,2
260,30,58,4,3,0,1,0,1,0,[1],2022-01-27,2022-01-27,68481,377,264,0,113,0,635,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,2,150,61,74,15,0,0,0,0,0,1,114,80,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,354,141,90,33,0,0,0,0,0,2,224,61,74,15,1,130,80,16,18,0,0,0,0,0,3,354,141,90,33,0,0,0,0,0,29,29,2
261,45,153,50,34,0,7,9,181,4,"[76, 36, 34, 30, 4, 1]",2022-01-27,2022-04-07,166003,3691,3058,0,276,357,1519,624,617,0,7,0,0,0,0,0,0,14,423,384,7,32,30,1996,1697,172,127,0,0,0,0,0,2,754,223,470,61,0,0,0,0,0,1,294,247,23,24,0,0,0,0,0,47,4139,2551,672,244,14,430,384,7,32,30,2168,1697,172,127,2,1224,223,470,61,1,317,247,23,24,33,3709,2167,665,212,14,430,384,7,32,513,512,2
262,38,86,17,15,0,2,0,93,2,"[81, 7, 4, 1]",2022-01-27,2022-04-07,214858,3176,2842,0,334,0,2145,424,369,0,55,0,0,0,0,0,0,1,129,63,55,11,12,1599,1284,160,155,0,0,0,0,0,1,1142,853,207,82,0,0,0,0,0,1,88,64,12,12,0,0,0,0,0,15,3392,2264,434,260,1,184,63,55,11,12,1759,1284,160,155,1,1349,853,207,82,1,100,64,12,12,14,3208,2201,379,249,1,184,63,55,11,671,670,2
263,36,110,14,12,0,2,0,35,3,"[15, 11, 5, 3, 1]",2022-01-27,2022-04-01,122571,2183,1797,0,386,0,1197,220,206,0,14,0,0,0,0,0,0,1,181,160,14,7,9,1424,1171,192,61,0,0,0,0,0,1,309,246,42,21,0,0,0,0,0,1,54,16,29,9,0,0,0,0,0,12,2245,1593,277,98,1,195,160,14,7,9,1616,1171,192,61,1,351,246,42,21,1,83,16,29,9,11,2050,1433,263,91,1,195,160,14,7,433,432,2
264,30,61,7,6,0,1,0,12,3,"[6, 2, 2, 1, 1]",2022-01-27,2022-04-05,69288,1085,877,0,208,0,685,136,136,0,0,0,0,0,0,0,0,0,0,0,0,0,5,753,568,120,65,0,0,0,0,0,1,124,84,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1017,652,140,85,0,0,0,0,0,5,873,568,120,65,1,144,84,20,20,0,0,0,0,0,6,1017,652,140,85,0,0,0,0,0,177,177,2
265,43,129,23,12,0,11,0,81,3,"[56, 21, 2, 1, 1]",2022-01-27,2022-04-07,103293,2212,1752,0,460,0,886,138,121,0,17,0,2,30,25,0,5,10,255,208,17,30,7,1263,1066,127,70,0,0,0,0,0,1,364,329,2,33,0,0,0,0,0,1,81,63,8,10,0,0,0,0,0,21,2147,1691,154,148,12,302,233,17,35,7,1390,1066,127,70,1,366,329,2,33,1,89,63,8,10,11,1875,1483,137,118,10,272,208,17,30,415,413,2
266,34,103,14,12,0,2,0,252,5,"[143, 47, 43, 11, 4, 3, 1]",2022-01-27,2022-04-06,185978,2382,2068,0,314,0,1702,172,171,0,1,0,0,0,0,0,0,1,109,100,1,8,8,1232,1002,136,94,0,0,0,0,0,1,754,641,32,81,0,0,0,0,0,1,54,16,29,9,0,0,0,0,0,11,2347,1759,198,192,1,110,100,1,8,8,1368,1002,136,94,1,786,641,32,81,1,83,16,29,9,10,2237,1659,197,184,1,110,100,1,8,364,362,2
267,36,134,19,17,0,2,0,39,4,"[10, 9, 9, 6, 4, 1]",2022-01-27,2022-04-07,104715,2855,2518,0,337,0,1134,418,418,0,0,0,0,0,0,0,0,1,132,121,0,11,13,1743,1194,360,189,0,0,0,0,0,1,405,331,26,48,0,0,0,0,0,1,54,16,29,9,0,0,0,0,0,16,2749,1662,415,257,1,132,121,0,11,13,2103,1194,360,189,1,431,331,26,48,1,83,16,29,9,15,2617,1541,415,246,1,132,121,0,11,378,377,2
268,43,228,27,24,0,3,0,156,4,"[57, 56, 19, 16, 7, 1]",2022-01-28,2022-04-01,116981,3538,3312,0,226,0,1115,369,369,0,0,0,6,355,305,26,24,2,21,20,0,1,14,1854,1537,172,145,0,0,0,0,0,2,993,669,182,142,0,0,0,0,0,1,97,37,46,14,0,0,0,0,0,25,3746,2568,426,326,8,402,325,26,25,14,2026,1537,172,145,2,1175,669,182,142,1,143,37,46,14,23,3725,2548,426,325,2,21,20,0,1,535,534,2
269,65,375,56,19,0,37,0,182,6,"[45, 42, 34, 28, 15, 13, 4, 1]",2022-01-28,2022-03-31,196604,6523,3435,0,3088,0,3855,529,346,0,183,0,0,0,0,0,0,35,2561,1928,371,262,13,1925,1508,251,166,0,0,0,0,0,3,427,341,16,70,0,0,0,0,0,1,707,597,84,26,0,0,0,0,0,52,6342,4374,722,524,35,2932,1928,371,262,13,2176,1508,251,166,3,443,341,16,70,1,791,597,84,26,17,3410,2446,351,262,35,2932,1928,371,262,1148,787,2
270,28,87,14,12,0,2,0,200,4,"[103, 47, 25, 20, 4, 1]",2022-01-28,2022-04-01,111589,2591,2173,0,418,0,915,190,179,0,11,0,0,0,0,0,0,1,213,178,11,24,9,1538,1255,145,138,0,0,0,0,0,1,492,416,20,56,0,0,0,0,0,1,125,98,15,12,0,0,0,0,0,12,2559,1947,191,230,1,224,178,11,24,9,1683,1255,145,138,1,512,416,20,56,1,140,98,15,12,11,2335,1769,180,206,1,224,178,11,24,476,473,2
271,58,198,39,25,0,14,0,30,2,"[14, 11, 4, 1]",2022-01-28,2022-03-31,351261,6296,4918,0,1378,0,2057,738,724,0,14,0,0,0,0,0,0,13,1173,1105,16,52,16,2636,1715,737,184,0,0,0,0,0,5,1730,1507,80,143,0,0,0,0,0,1,360,326,4,30,0,0,0,0,0,35,6736,4653,837,409,13,1189,1105,16,52,16,3373,1715,737,184,5,1810,1507,80,143,1,364,326,4,30,22,5547,3548,821,357,13,1189,1105,16,52,781,779,2
272,36,133,15,13,0,2,0,53,4,"[19, 18, 6, 5, 4, 1]",2022-01-28,2022-04-06,185915,2549,2173,0,376,0,1726,221,219,0,2,0,0,0,0,0,0,1,171,146,2,23,10,1409,1101,191,117,0,0,0,0,0,2,602,522,22,58,0,0,0,0,0,1,162,139,6,17,0,0,0,0,0,14,2565,1908,221,215,1,173,146,2,23,10,1600,1101,191,117,2,624,522,22,58,1,168,139,6,17,13,2392,1762,219,192,1,173,146,2,23,436,436,2
273,37,216,31,29,0,2,0,65,6,"[25, 21, 6, 5, 4, 2, 1, 1]",2022-01-28,2022-03-27,156910,4654,4254,0,400,0,1540,277,270,0,7,0,0,0,0,0,0,1,195,161,9,25,16,2137,1702,250,185,0,0,0,0,0,10,1729,1555,22,152,0,0,0,0,0,1,364,340,3,21,0,0,0,0,0,28,4709,3758,284,383,1,204,161,9,25,16,2387,1702,250,185,10,1751,1555,22,152,1,367,340,3,21,27,4505,3597,275,358,1,204,161,9,25,763,760,2
274,34,79,11,9,0,2,0,34,1,"[30, 3, 1]",2022-01-28,2022-04-01,96438,2201,1701,0,500,0,881,156,155,0,1,0,0,0,0,0,0,1,295,279,1,15,7,1326,1037,167,122,0,0,0,0,0,1,226,178,21,27,0,0,0,0,0,1,149,131,2,16,0,0,0,0,0,10,2187,1625,191,180,1,296,279,1,15,7,1493,1037,167,122,1,247,178,21,27,1,151,131,2,16,9,1891,1346,190,165,1,296,279,1,15,237,237,2
275,30,58,4,3,0,1,0,1,0,[1],2022-01-28,2022-01-28,101433,377,264,0,113,0,883,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,2,150,61,74,15,0,0,0,0,0,1,114,80,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,354,141,90,33,0,0,0,0,0,2,224,61,74,15,1,130,80,16,18,0,0,0,0,0,3,354,141,90,33,0,0,0,0,0,29,29,2
276,39,133,21,19,0,2,0,132,4,"[54, 26, 26, 22, 3, 1]",2022-01-29,2022-04-05,105173,2206,1985,0,221,0,855,123,123,0,0,0,8,206,188,1,17,1,16,16,0,0,9,1412,1180,108,124,0,0,0,0,0,1,140,107,15,18,0,0,0,0,0,1,227,204,0,23,0,0,0,0,0,20,2125,1695,124,182,9,223,204,1,17,9,1520,1180,108,124,1,155,107,15,18,1,227,204,0,23,19,2109,1679,124,182,1,16,16,0,0,337,337,2
277,30,58,4,3,0,1,0,1,0,[1],2022-01-29,2022-01-29,68479,377,264,0,113,0,635,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,2,150,61,74,15,0,0,0,0,0,1,114,80,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,354,141,90,33,0,0,0,0,0,2,224,61,74,15,1,130,80,16,18,0,0,0,0,0,3,354,141,90,33,0,0,0,0,0,29,29,2
278,36,77,13,11,0,2,0,58,3,"[28, 15, 11, 3, 1]",2022-01-29,2022-04-07,122135,1739,1525,0,214,0,1158,167,167,0,0,0,0,0,0,0,0,1,9,8,0,1,9,1092,860,136,96,0,0,0,0,0,1,276,198,44,34,0,0,0,0,0,1,157,122,24,11,0,0,0,0,0,12,1738,1188,204,142,1,9,8,0,1,9,1228,860,136,96,1,320,198,44,34,1,181,122,24,11,11,1729,1180,204,141,1,9,8,0,1,291,291,2
279,40,147,24,22,0,2,0,93,3,"[47, 39, 3, 3, 1]",2022-01-29,2022-04-06,136666,2481,2260,0,221,0,1452,434,434,0,0,0,8,242,212,7,23,1,16,16,0,0,11,1335,878,344,113,0,0,0,0,0,1,556,437,60,59,0,0,0,0,0,1,114,71,30,13,0,0,0,0,0,22,2704,1614,441,208,9,265,228,7,23,11,1679,878,344,113,1,616,437,60,59,1,144,71,30,13,21,2688,1598,441,208,1,16,16,0,0,419,418,2
